,7mPGoals,7mPGoals,7mPGoals,7mPGoals,7mPGoals,7mPMissed,7mPMissed,7mPMissed,7mPMissed,7mPMissed,6mCGoals,6mCGoals,6mCGoals,6mCGoals,6mCGoals,6mCMissed,6mCMissed,6mCMissed,6mCMissed,6mCMissed,WingGoals,WingGoals,WingGoals,WingGoals,WingGoals,WingMissed,WingMissed,WingMissed,WingMissed,WingMissed,BTGoals,BTGoals,BTGoals,BTGoals,BTGoals,BTMissed,BTMissed,BTMissed,BTMissed,BTMissed,FBGoals,FBGoals,FBGoals,FBGoals,FBGoals,FBMissed,FBMissed,FBMissed,FBMissed,FBMissed,FTOGoals,FTOGoals,FTOGoals,FTOGoals,FTOGoals,FTOMissed,FTOMissed,FTOMissed,FTOMissed,FTOMissed,9mGoals,9mGoals,9mGoals,9mGoals,9mGoals,9mMissed,9mMissed,9mMissed,9mMissed,9mMissed,RC,RC,RC,RC,RC,2M,2M,2M,2M,2M,2+2,2+2,2+2,2+2,2+2,AS,AS,AS,AS,AS,ST,ST,ST,ST,ST,BS,BS,BS,BS,BS,TO,TO,TO,TO,TO,Time,Time,Time,Time,Time
,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max
Cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.8823529411764706,3.919221111094277,0.0,0,14,0.9411764705882353,1.9833868834425028,0.0,0,6,9.117647058823529,5.743282521141291,8.0,2,25,3.9411764705882355,2.135140166221357,4.0,1,9,0.11764705882352941,0.3321055820775357,0.0,0,1,0.11764705882352941,0.3321055820775357,0.0,0,1,8.176470588235293,3.1669246540936022,8.0,0,14,3.0,2.318404623873926,3.0,0,8,2.588235294117647,3.1236761901926506,2.0,0,13,0.5294117647058824,0.6242642728467978,0.0,0,2,2.588235294117647,2.5753355007020873,2.0,0,9,2.235294117647059,2.1659123875605486,2.0,0,8,12.588235294117647,8.085935501917913,14.0,0,30,14.352941176470589,7.737418630190789,15.0,0,27,0.0,0.0,0.0,0,0,1.5294117647058822,1.4627733530362594,1.0,0,5,0.0,0.0,0.0,0,0,28.823529411764707,10.76008418948039,29.0,7,53,3.1176470588235294,2.2880765104443204,2.0,0,9,2.176470588235294,4.186814035123352,1.0,0,17,14.117647058823529,5.085301772525113,15.0,4,21,319.94117647058823,68.60254239843748,314.0,200.0,434.0
1,0.9,2.415760219040258,0.0,0,10,0.475,1.280775005761986,0.0,0,7,6.025,7.025548614402532,4.0,1,37,3.225,2.5868255964920914,3.0,0,11,0.175,0.549475274168981,0.0,0,3,0.075,0.3499084129252931,0.0,0,2,4.275,2.660128202038776,5.0,0,10,1.175,1.0349656255904573,1.0,0,3,1.45,1.7533850046008077,1.0,0,7,0.15,0.36162028533978946,0.0,0,1,0.725,1.4320059446947229,0.0,0,5,0.75,1.35400640077266,0.0,0,6,6.575,4.296017834084169,5.0,0,17,9.375,4.9958315957739545,9.0,0,21,0.125,0.40430377003131995,0.0,0,2,1.9,2.1697217120387373,1.0,0,8,0.0,0.0,0.0,0,0,13.575,4.7061743404889835,13.0,3,24,1.75,1.7938641860377051,1.0,0,6,1.3,2.0280090021547026,0.0,0,9,8.125,3.2986982669547475,8.0,1,16,219.025,69.41421102560838,219.5,95.0,405.0
2,0.9166666666666666,3.3682444125293536,0.0,0,26,0.3611111111111111,0.8608144776577743,0.0,0,3,4.430555555555555,6.053345923545882,2.0,0,23,1.8472222222222223,2.3536589568442197,1.0,0,10,0.19444444444444445,0.8981810866833833,0.0,0,7,0.125,0.5290837149873248,0.0,0,3,1.3055555555555556,1.8510666045107342,1.0,0,8,0.625,0.862970630936624,0.0,0,3,0.6805555555555556,0.9166133147086046,0.0,0,4,0.1527777777777778,0.4645070754694587,0.0,0,2,0.6805555555555556,1.3720180355330085,0.0,0,8,0.4166666666666667,0.6223535519798788,0.0,0,2,3.0972222222222223,3.072640385049518,2.0,0,11,4.097222222222222,4.450541104060925,2.0,0,16,0.041666666666666664,0.20122862059478236,0.0,0,1,1.5833333333333333,2.101307440082597,1.0,0,8,0.0,0.0,0.0,0,0,5.791666666666667,3.914356026039475,5.0,0,19,1.0972222222222223,1.1886757008338056,1.0,0,6,1.2083333333333333,1.999559810713278,0.0,0,9,4.347222222222222,3.003095690211959,4.0,0,13,141.51388888888889,78.26840656582756,118.0,42.0,467.0
3,0.18627450980392157,0.8757502261214313,0.0,0,7,0.06862745098039216,0.29043510962407604,0.0,0,2,2.176470588235294,3.8522508906961077,1.0,0,21,0.8823529411764706,1.188177051572009,0.0,0,5,0.18627450980392157,0.6250606648873062,0.0,0,4,0.16666666666666666,0.5280889014065518,0.0,0,3,0.6470588235294118,1.095870365459196,0.0,0,5,0.28431372549019607,0.6194448325733495,0.0,0,3,0.2647058823529412,0.5436668787176209,0.0,0,3,0.0196078431372549,0.13933307603182385,0.0,0,1,0.20588235294117646,0.5328465551813826,0.0,0,3,0.18627450980392157,0.4389544769211989,0.0,0,2,1.0686274509803921,1.775854578391884,0.0,0,7,1.5392156862745099,2.0998423732801443,1.0,0,10,0.049019607843137254,0.216975199586239,0.0,0,1,1.0294117647058822,1.4103990191174791,0.0,0,6,0.0,0.0,0.0,0,0,2.2450980392156863,1.9470021358554845,2.0,0,8,0.39215686274509803,0.7598444700824062,0.0,0,4,0.38235294117647056,0.7965782969112802,0.0,0,4,1.8431372549019607,1.7673894046607956,1.5,0,8,95.01960784313725,73.94177270217249,69.5,21.0,421.0
4,7.615384615384615,7.879704536957181,5.0,0,21,2.3846153846153846,2.785033259480083,2.0,0,9,1.1538461538461537,0.9870962335856491,1.0,0,3,1.1538461538461537,1.344504484072964,1.0,0,5,10.846153846153847,3.7825510317366913,11.0,4,17,7.384615384615385,2.873396989002783,7.0,3,12,0.15384615384615385,0.3755338080994054,0.0,0,1,0.07692307692307693,0.2773500981126146,0.0,0,1,6.6923076923076925,2.6578379491802284,7.0,3,12,1.4615384615384615,0.8770580193070292,1.0,0,3,1.4615384615384615,1.5063966175050876,1.0,0,5,1.2307692307692308,1.2351684199496948,1.0,0,4,0.15384615384615385,0.3755338080994054,0.0,0,1,0.15384615384615385,0.3755338080994054,0.0,0,1,0.0,0.0,0.0,0,0,0.6153846153846154,0.7679476477883045,0.0,0,2,0.0,0.0,0.0,0,0,2.0,1.5275252316519468,2.0,0,5,2.0,2.2360679774997894,1.0,0,6,0.07692307692307693,0.2773500981126146,0.0,0,1,2.4615384615384617,1.3913653136029502,3.0,1,5,278.7692307692308,45.068750900067194,273.0,210.0,357.0
5,2.6363636363636362,3.873542177946305,0.0,0,11,0.5909090909090909,0.9591211706105855,0.0,0,3,1.6363636363636365,1.2167659925061518,2.0,0,4,0.7272727272727273,0.9351250581921514,0.0,0,3,7.636363636363637,3.2739295530928456,7.0,2,14,3.772727272727273,2.4481639025005033,3.0,0,9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,3.272727272727273,1.9069251784911847,3.0,1,9,0.5909090909090909,0.7341396590302413,0.0,0,2,1.3181818181818181,2.3378126454803785,0.0,0,10,0.9090909090909091,1.1509454047327026,0.5,0,4,0.13636363636363635,0.46756252909607565,0.0,0,2,0.045454545454545456,0.21320071635561044,0.0,0,1,0.0,0.0,0.0,0,0,1.0,1.1547005383792515,1.0,0,4,0.0,0.0,0.0,0,0,1.2272727272727273,1.4119158946291712,1.0,0,5,1.6818181818181819,1.249242194534775,1.0,0,5,0.13636363636363635,0.3512500866571044,0.0,0,1,1.5909090909090908,1.296849328880646,2.0,0,5,236.0,73.0446699597158,257.0,101.0,363.0
6,1.2580645161290323,2.8043744630545073,0.0,0,11,0.25806451612903225,0.6307530914435469,0.0,0,3,0.6451612903225806,0.9146360695844803,0.0,0,3,0.2903225806451613,0.7390781820212154,0.0,0,3,2.838709677419355,2.1617396419480985,3.0,0,10,2.2903225806451615,1.57466500960462,2.0,0,5,0.0,0.0,0.0,0,0,0.03225806451612903,0.17960530202677488,0.0,0,1,1.1612903225806452,1.185939126980481,1.0,0,5,0.4838709677419355,0.6256179740563451,0.0,0,2,0.3548387096774194,0.6607262215055085,0.0,0,3,0.3548387096774194,0.5506594287321456,0.0,0,2,0.06451612903225806,0.24973103811470745,0.0,0,1,0.0967741935483871,0.3005371535187643,0.0,0,1,0.03225806451612903,0.1796053020267749,0.0,0,1,0.4838709677419355,1.3384311149485304,0.0,0,7,0.0,0.0,0.0,0,0,0.9032258064516129,0.9782582722940951,1.0,0,3,0.7741935483870968,0.9560222249632359,0.0,0,3,0.0,0.0,0.0,0,0,0.9032258064516129,1.0441851275732483,1.0,0,3,104.96774193548387,35.58228386052787,96.0,50.0,179.0
7,0.023076923076923078,0.26311740579210874,0.0,0,3,0.015384615384615385,0.12355304447984483,0.0,0,1,0.34615384615384615,0.9701876943119792,0.0,0,7,0.18461538461538463,0.5538395282185018,0.0,0,3,0.08461538461538462,0.35294146877582105,0.0,0,2,0.015384615384615385,0.12355304447984485,0.0,0,1,0.03076923076923077,0.17335993557615784,0.0,0,1,0.015384615384615385,0.12355304447984485,0.0,0,1,0.046153846153846156,0.24468104413130465,0.0,0,2,0.0,0.0,0.0,0,0,0.046153846153846156,0.24468104413130465,0.0,0,2,0.046153846153846156,0.21062985872898748,0.0,0,1,0.1076923076923077,0.3786175146780585,0.0,0,2,0.2,0.5893104629186778,0.0,0,3,0.015384615384615385,0.12355304447984485,0.0,0,1,0.2076923076923077,0.5799779980610844,0.0,0,3,0.0,0.0,0.0,0,0,0.4,0.6999446268242617,0.0,0,3,0.06923076923076923,0.25482815423967997,0.0,0,1,0.13076923076923078,0.48844733497677645,0.0,0,3,0.3923076923076923,0.7098002104113945,0.0,0,3,45.715384615384615,49.92183574308392,29.5,0.0,220.0
