Name,Team,No,Position,7mPGoals,7mPMissed,6mCGoals,6mCMissed,WingGoals,WingMissed,BTGoals,BTMissed,FBGoals,FBMissed,FTOGoals,FTOMissed,9mGoals,9mMissed,RC,2M,2+2,AS,ST,BS,TO,Time,Cluster
Lukas Sandell,SWE,33,RB,0,0,5,1,0,0,5,2,4,0,0,0,11,8,0,6,0,17,1,1,10,246.0,0
Rui Silva,POR,14,CB,0,0,3,3,0,0,1,1,1,0,0,0,3,2,0,0,0,19,0,0,6,141.0,0
Kai Häfner,GER,25,RB,0,0,5,2,0,0,5,1,1,0,0,0,4,13,0,0,0,20,3,0,6,198.0,0
Martim Costa,POR,79,LB,0,0,14,6,0,0,11,2,4,0,0,0,25,19,0,0,0,15,1,1,9,200.0,0
Elvar Jónsson,ISL,9,LB,0,0,2,2,0,0,6,2,0,0,0,0,3,8,0,2,0,9,4,4,11,263.0,0
Francisco Costa,POR,26,RB,6,2,8,5,3,2,6,1,1,1,0,0,6,16,0,0,0,13,1,0,7,262.0,0
Ivar Stavast,NED,3,CB,0,0,5,3,0,0,1,1,0,0,1,1,2,4,0,0,0,8,0,0,7,138.0,0
Mathias Gidsel,DEN,19,RB,0,0,13,2,0,1,12,4,13,1,8,8,8,4,0,1,0,35,5,0,19,434.0,0
Lukas Hutecek,AUT,72,CB,0,0,2,3,0,0,8,0,0,0,3,0,16,27,0,1,0,22,3,1,4,396.0,0
Luka Lovre Klarica,CRO,59,RB,0,0,5,3,1,0,10,1,1,1,0,0,11,6,0,1,0,18,3,0,7,235.0,0
Nikola Karabatic,FRA,13,LB,0,0,5,3,0,0,1,0,0,1,2,2,8,7,0,0,0,22,1,0,10,270.0,0
Borut Mackovsek,SLO,51,LB,1,1,10,1,0,0,1,0,2,0,2,2,14,17,0,2,0,16,4,5,8,336.0,0
Rasmus Lauge Schmidt,DEN,11,CB,0,0,4,0,0,0,4,0,0,0,0,0,2,8,0,1,0,15,1,2,9,170.0,0
Julian Köster,GER,18,LB,0,0,11,3,0,0,8,7,1,0,1,1,10,17,0,1,0,31,5,17,17,391.0,0
Dani Baijens,NED,77,LB,0,0,6,5,0,0,5,3,7,1,0,1,8,9,0,1,0,17,2,0,8,261.0,0
Mykola Bilyk,AUT,53,LB,0,0,4,1,0,0,7,5,4,0,9,1,17,22,0,1,0,29,2,0,11,349.0,0
Luka Cindric,CRO,33,CB,0,0,1,3,0,0,8,0,3,0,0,1,2,9,0,0,0,14,2,0,12,217.0,0
Harald Reinkind,NOR,27,RB,0,0,1,5,0,0,8,1,0,0,0,0,5,10,0,3,0,13,0,0,9,272.0,0
Richárd Bodó,HUN,39,LB,0,0,1,2,0,0,7,1,0,0,0,0,9,17,0,1,0,24,1,0,10,200.0,0
Albin Lagergren,SWE,23,RB,0,0,10,10,0,0,7,2,4,0,0,0,3,5,0,0,0,13,5,0,10,286.0,0
Nejc Cehte,SLO,17,RB,0,0,9,2,0,0,5,1,1,0,0,0,4,10,0,2,0,7,2,0,5,277.0,0
Tin Lucin,CRO,41,CB,0,0,2,8,0,0,4,1,0,0,1,1,5,11,0,5,0,11,0,0,7,125.0,0
Niels Gerardus Versteijnen,NED,20,RB,2,0,14,4,1,0,4,2,0,1,2,2,16,13,0,1,0,27,2,2,21,284.0,0
Eric Johansson,SWE,42,LB,0,0,3,0,0,0,1,3,1,0,0,0,5,12,0,0,0,15,1,3,5,101.0,0
Elias Ellefsen á Skipagøtu,FAR,71,CB,7,1,4,4,0,0,6,0,1,0,0,0,5,12,0,2,0,24,2,0,14,149.0,0
Nedim Remili,FRA,5,CB,0,0,5,4,0,0,7,8,2,1,4,5,16,15,0,1,0,53,2,2,19,314.0,0
Janus Dadi Smarason,ISL,3,CB,0,0,2,3,0,0,5,0,0,0,0,0,5,4,0,0,0,7,2,0,4,89.0,0
Aleks Vlah,SLO,88,CB,4,4,11,3,0,0,10,4,0,0,2,2,17,20,0,0,0,23,1,0,8,233.0,0
Lazar Kukic,SRB,24,CB,0,0,2,3,0,0,6,1,0,0,0,0,4,2,0,0,0,6,2,0,8,83.0,0
Felix Claar,SWE,19,CB,0,0,5,1,0,0,14,3,4,0,1,1,14,10,0,1,0,36,6,0,18,305.0,0
Simon Bogetoft Pytlick,DEN,43,LB,0,0,9,4,1,0,11,5,1,1,0,0,15,15,0,1,0,36,2,3,13,339.0,0
