Name,Team,No,Position,7mPGoals,7mPMissed,6mCGoals,6mCMissed,WingGoals,WingMissed,BTGoals,BTMissed,FBGoals,FBMissed,FTOGoals,FTOMissed,9mGoals,9mMissed,RC,2M,2+2,AS,ST,BS,TO,Time,Cluster
Lukas Sandell,SWE,33,RB,0,0,5,1,0,0,5,2,4,0,0,0,11,8,0,6,0,17,1,1,10,246.0,1
Rui Silva,POR,14,CB,0,0,3,3,0,0,1,1,1,0,0,0,3,2,0,0,0,19,0,0,6,141.0,1
Melvyn Richardson,FRA,9,RB,3,1,3,0,0,0,2,1,1,0,1,1,6,7,0,0,0,5,0,0,2,67.0,1
Kai Häfner,GER,25,RB,0,0,5,2,0,0,5,1,1,0,0,0,4,13,0,0,0,20,3,0,6,198.0,1
Andre Schmid,SUI,2,CB,0,2,3,1,0,0,2,1,3,0,1,1,10,13,0,0,0,13,1,0,8,147.0,1
Tomas Piroch,CZE,7,RB,0,0,0,1,0,0,7,1,1,0,0,0,2,4,0,0,0,4,0,0,4,134.0,1
Dominik Mathe,HUN,23,RB,3,1,3,0,0,1,1,3,0,0,0,1,7,4,0,1,0,8,1,0,8,52.0,1
Matej Klima,CZE,31,LB,0,0,1,0,0,0,2,0,1,0,1,1,7,9,0,0,0,6,1,0,4,120.0,1
Elvar Jónsson,ISL,9,LB,0,0,2,2,0,0,6,2,0,0,0,0,3,8,0,2,0,9,4,4,11,263.0,1
Francisco Costa,POR,26,RB,6,2,8,5,3,2,6,1,1,1,0,0,6,16,0,0,0,13,1,0,7,262.0,1
Ivar Stavast,NED,3,CB,0,0,5,3,0,0,1,1,0,0,1,1,2,4,0,0,0,8,0,0,7,138.0,1
Luka Lovre Klarica,CRO,59,RB,0,0,5,3,1,0,10,1,1,1,0,0,11,6,0,1,0,18,3,0,7,235.0,1
Nikola Karabatic,FRA,13,LB,0,0,5,3,0,0,1,0,0,1,2,2,8,7,0,0,0,22,1,0,10,270.0,1
Iosif Andrei Buzle,ROU,35,LB,0,0,1,0,0,0,0,1,0,0,0,0,9,12,0,1,0,7,0,0,9,111.0,1
Markus Mahr,AUT,6,LB,0,0,0,2,0,0,5,2,0,0,0,0,0,0,0,0,0,8,0,0,3,40.0,1
Rasmus Lauge Schmidt,DEN,11,CB,0,0,4,0,0,0,4,0,0,0,0,0,2,8,0,1,0,15,1,2,9,170.0,1
Mirko Herceg,BIH,5,LB,0,0,2,0,0,0,0,1,0,0,0,0,4,15,0,1,0,3,0,0,8,115.0,1
Gisli Thorgeir Kristjansson,ISL,10,CB,0,0,2,1,0,0,4,2,0,0,0,0,2,4,0,1,0,11,0,0,8,86.0,1
Marko Mitev,MKD,10,CB,2,0,2,0,0,0,6,1,0,0,0,0,1,0,0,0,0,7,0,0,6,98.0,1
Tobias Schjølberg Grøndahl,NOR,22,CB,4,3,2,2,1,0,1,0,0,0,0,0,7,2,0,0,0,10,0,0,5,72.0,1
